Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Dragon kiteshield (g),0,0,0,-8,-2,56,60,58,-1,58,0,0,0.0,0,
Dragon sq shield,0,0,0,-6,-2,50,52,48,0,50,0,0,0.0,0,
Dragon sq shield (g),0,0,0,-6,-2,50,52,48,0,50,0,0,0.0,0,
Dragonfire shield,0,0,0,-10,-5,70,75,72,10,72,7,0,0.0,0,
Dragonfire shield,0,0,0,-10,-5,20,25,22,10,22,7,0,0.0,0,
Dragonfire ward,-10,-10,-10,-10,15,25,30,28,28,68,-2,0,0.0,0,
Dragonfire ward,-10,-10,-10,-10,15,-25,-20,-22,28,18,-2,0,0.0,0,
Elemental shield,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0,
Elysian spirit shield,0,0,0,0,0,63,65,75,2,57,0,0,0.0,3,
Falador shield 1,0,0,0,-8,-2,8,10,9,-1,9,0,0,0.0,1,
Falador shield 2,0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,3,
Falador shield 3,0,0,0,-8,-2,18,22,20,-1,20,0,0,0.0,4,
Falador shield 4,0,0,0,-8,-2,27,31,29,-1,29,0,0,0.0,5,
Fremennik shield,0,0,0,-8,-2,27,31,29,-1,29,0,0,0.0,0,
Gilded kiteshield,0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Gilded sq shield,0,0,0,-6,-2,38,40,36,0,38,0,0,0.0,0,
Granite shield,0,0,0,-12,-8,40,42,38,0,65,0,0,0.0,0,
Green d'hide shield,-15,-15,-11,-10,4,14,12,11,9,11,0,0,0.0,0,
Guthix d'hide shield,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0.0,1,
Guthix kiteshield,0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,1,
Hard leather shield,-15,-15,-11,-10,2,8,7,7,5,9,0,0,0.0,0,
Holy book,0,0,0,0,0,8,8,8,8,8,0,0,0.0,5,
Iron defender,5,4,3,-3,-2,5,4,3,-3,-2,0,0,0.0,0,
Iron kiteshield,0,0,0,-8,-2,8,10,9,-1,9,0,0,0.0,0,
Iron kiteshield (g),0,0,0,-8,-2,8,10,9,-1,9,0,0,0.0,0,
Iron kiteshield (t),0,0,0,-8,-2,8,10,9,-1,9,0,0,0.0,0,
Iron sq shield,0,0,0,-6,-2,8,9,7,0,8,0,0,0.0,0,
Mage's book,0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Magic shield,0,0,0,0,0,10,13,9,3,9,0,0,0.0,0,
Malediction ward,-8,-8,-8,12,-12,50,52,48,15,0,0,0,0.0,0,
Malediction ward (or),-8,-8,-8,12,-12,50,52,48,15,0,0,0,0.0,0,
Maple shield,0,0,0,0,0,7,8,6,2,7,0,0,0.0,0,
Mind shield,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0,
Mirror shield,0,0,0,0,0,10,15,5,5,10,0,0,0.0,0,
Mithril defender,10,9,8,-3,-2,10,9,8,-3,-2,3,0,0.0,0,
Mithril kiteshield,0,0,0,-8,-2,18,22,20,-1,20,0,0,0.0,0,
Mithril kiteshield (g),0,0,0,-8,-2,18,22,20,-1,20,0,0,0.0,0,
Mithril kiteshield (t),0,0,0,-8,-2,18,22,20,-1,20,0,0,0.0,0,
Mithril sq shield,0,0,0,-6,-2,17,19,15,0,17,0,0,0.0,0,
Neitiznot shield,0,0,0,-10,-10,17,17,31,-4,33,0,0,0.0,0,
Oak shield,0,0,0,0,0,5,6,4,1,5,0,0,0.0,0,
Odium ward,-12,-12,-12,-8,12,0,0,0,24,52,0,0,0.0,0,
Odium ward (or),-12,-12,-12,-8,12,0,0,0,24,52,0,0,0.0,0,
Red d'hide shield,-15,-15,-11,-10,6,18,16,14,13,13,0,0,0.0,0,
Redwood shield,0,0,0,0,0,12,15,11,4,10,0,0,0.0,0,
Rune defender (t),20,19,18,-3,-2,20,19,18,-3,-2,5,0,0.0,0,
Rune defender,20,19,18,-3,-2,20,19,18,-3,-2,5,0,0.0,0,
Rune kiteshield,0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Arrav),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Asgarnia),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Dorgeshuun),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Dragon),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Fairy),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Guthix),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (HAM),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Horse),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Jogre),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Kandarin),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Misthalin),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Money),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Saradomin),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Skull),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Varrock),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (Zamorak),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (g),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune kiteshield (t),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune shield (h1),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune shield (h2),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune shield (h3),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune shield (h4),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune shield (h5),0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,0,
Rune sq shield,0,0,0,-6,-2,38,40,36,0,38,0,0,0.0,0,
Saradomin d'hide shield,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0.0,1,
Saradomin kiteshield,0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,1,
Snakeskin shield,-15,-15,-11,-10,3,10,9,8,7,10,0,0,0.0,0,
Spectral spirit shield,0,0,0,0,0,53,55,73,30,52,0,0,0.0,3,
Spirit shield,0,0,0,0,0,39,41,50,1,45,0,0,0.0,1,
Steel defender,7,6,5,-3,-2,7,6,5,-3,-2,1,0,0.0,0,
Steel kiteshield,0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Arrav),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Asgarnia),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Dorgeshuun),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Dragon),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Fairy),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Guthix),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (HAM),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Horse),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Jogre),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Kandarin),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Misthalin),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Money),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Saradomin),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Skull),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Varrock),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (Zamorak),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (g),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel kiteshield (t),0,0,0,-8,-2,13,15,14,-1,14,0,0,0.0,0,
Steel sq shield,0,0,0,-6,-2,12,13,11,0,12,0,0,0.0,0,
Toktz-ket-xil,0,0,0,-12,-8,40,42,38,0,65,5,0,0.0,0,
Tome of fire,0,0,0,8,0,0,0,0,8,0,0,0,0.0,0,
Tome of water,0,0,0,8,0,0,0,0,8,0,0,0,0.0,0,
Training shield,0,0,0,0,0,4,5,3,1,4,0,0,0.0,0,
Twisted buckler,-7,-8,-7,-10,18,22,24,22,26,58,0,0,0.0,0,
Unholy book,8,8,8,8,8,0,0,0,0,0,0,0,0.0,5,
V's shield,0,0,0,-8,-2,27,31,29,-1,29,0,0,0.0,0,
White kiteshield,0,0,0,-8,-2,17,19,18,-1,18,0,0,0.0,1,
White sq shield,0,0,0,-6,-2,15,16,14,0,15,0,0,0.0,1,
Willow shield,0,0,0,0,0,6,7,5,2,6,0,0,0.0,0,
Wooden shield,0,0,0,0,0,4,5,3,1,4,0,0,0.0,0,
Wooden shield (g),0,0,0,0,0,4,5,3,1,4,0,0,0.0,0,
Yew shield,0,0,0,0,0,8,9,7,3,8,0,0,0.0,0,
Zamorak d'hide shield,-15,-15,-11,-10,7,21,18,16,15,14,0,0,0.0,1,
Zamorak kiteshield,0,0,0,-8,-2,44,48,46,-1,46,0,0,0.0,1,
